"SSRIs are less cardiotoxic than many first-generation antidepressants, but there is still evidence that they inhibit sodium, calcium, and potassium ion channels at concentrations near therapeutic levels.","“<they, inhibit, sodium , calcium, and potassium ion channels>”",30521236,2020,StatPearls,"University Hospital, St John Medical Cr",,,,,,,,,,,,,,,,,,,,
"These conditions activate the coagulation cascade, which ultimately leads to the development of a fibrin clot.","“<these conditions, activate, coagulation cascade>”",31985996,2020,StarPearls,Yuma Regional Medical Center,,,,,,,,,,,,,,,,,,,,
GPCRs are activated by a very broad range of endogenous signalling molecules and are involved in a plethora of physiological functions.,"“<GPCRs, are activated by, endogenous signalling molecules>”",31132229,2020,Basic Clin Pharmacol Toxicol.,"Department of Drug Design and Pharmacology, University of Copenhagen",,,,,,,,,,,,,,,,,,,,
Studies conducted over recent years have revealed that nucleic acid sensors also activate programmed cell death pathways as an innate immune response to infection.,"“<nucleic acid sensors, activate, programmed cell death pathway>”",31786265,2020,J Mol Biol.,"Medical Research Council Human Immunology Unit, Medical Research Council Weatherall Institute of Molecular Medicine, Radcliffe Department of Medicine, University of Oxford",,,,,,,,,,,,,,,,,,,,
"When lipids are scarce, skeletal progenitors activate forkhead box O (FOXO) transcription factors, which bind to the Sox9 promoter and increase its expression.","“<skeletal progenitors, activate, forehead box O transcription factors>”",32103177,2020,Nature,"Prometheus, Division of Skeletal Tissue Engineering, KU Leuven,",,,,,,,,,,,,,,,,,,,,
Current belief is that noxious stimuli directly activate nociceptive sensory nerve endings in the skin.,"“<noxious stimuli, activate, nociceptive sensory nerve>”",31416963,2019,Science,"Department of Medical Biochemistry and Biophysics, Division of Molecular Neurobiology, Karolinska Institutet",,,,,,,,,,,,,,,,,,,,
"However, additional CNS-resident cell types including astrocytes and neurons, as well as infiltrating myeloid cells from the periphery, express and activate inflammasomes.","“<additional CNS-resient cell types, activate, inflammasomes>”",31015277,2019,EMBO Mol Med.,"Department of Biomedical Molecular Biology, Ghent University",,,,,,,,,,,,,,,,,,,,
"Fatty acids can directly activate STAT3 by enhancing its palmitoylation, in synergy with cytokine stimulation.","“<Fatty acids, activate, STAT3>”",31462771,2019,Nature,"Cutaneous Biology Research Center, Massachusetts General Hospital, Harvard Medical School",,,,,,,,,,,,,,,,,,,,
"“Specifically, while both stimulus types significantly activate the observer's motor cortex, only bodily movements produce patterns of cortico-spinal excitability that closely follow the velocity profile of the observed movement.”","“<both stimulus types, activate, observer’s motor cortex>”",26854559,2016,Neuroimage,"Center for Neurosciences and Cognitive Systems@UniTN, Istituto Italiano di Tecnologia",,,,,,,,,,,,,,,,,,,,
Fluorogenic RNA aptamers bind and activate the fluorescence of otherwise nonfluorescent dyes.,"“<Fluorogenic RNA aptamers, bind, fluorescence>”",31471614,2019,Nat Methods,"Department of Pharmacology, Weill Cornell Medicine, Cornell University, New York, NY, USA.",,,,,,,,,,,,,,,,,,,,
"IL-1 family cytokines (IL-1β, IL-18, IL-33), IL-25, and TNF superfamilies (TNF, TL1A, GITR-L, RANK-L) activate the NF-κB and AP-1 pathways that initiate production of IL-5 and IL-13.","“<IL-1 family cytokines and TNF superfamilies, activate, NF-κB and AP-1 pathways>”",31082387,2019,Chest,"Division of Allergy and Immunology, Department of Medicine, and the Department of Otolaryngology, Northwestern University Feinberg School of Medicine",,,,,,,,,,,,,,,,,,,,
"Conversely, metabolic inputs, such as amino acids, activate mTOR.","“<metabolic inputs, activate, mTOR>”",30425336,2018,Nat Rev Cancer,"Biozentrum, University of Basel",,,,,,,,,,,,,,,,,,,,
Of particular importance for this process is a set of coiled-coil proteins - activating adaptors - that both recruit dynein-dynactin to their cargoes and activate dynein motility.,"“<set of coiled-coil proteins, activate, dynein motility>",29740130,2018,Nat Rev Mol Cell Biol.,MRC Laboratory of Molecular Biology,,,,,,,,,,,,,,,,,,,,
"Moreover, in specific conditions, fluoxetine or running activate not only progenitor but also stem cells, which normally are not stimulated; this fact reveals how stem cells have a long-term, hidden ability to self-renew and, more generally, that neurogenesis is subject to complex controls that may play a role in depression, such as the type of neurogenic stimulus or the state of the local niche.","“<fluoxetine or running, activate, progenitor>, <fluoxetine or running, activate, stem cells>”",30236533,2018,Brain Res Bull.,"Institute of Cell Biology and Neurobiology, National Research Council",,,,,,,,,,,,,,,,,,,,
"Indeed, indigo naturalis, which can activate IL-22 pathway through Ahr, has been shown in a clinical trial to exhibit a strong therapeutic effect on ulcerative colitis.","“<indigo naturalis, activate, IL-22 pathway>”",29075900,2018,J Gastroenterol.,"IBD Center, Kurume University Hospital",,,,,,,,,,,,,,,,,,,,
"AR ligands, which include circulating testosterone and locally synthesized dihydrotestosterone, bind to and activate the AR to elicit their effects.","“<AR ligands, bind to, AR>, <AR ligands, activate, AR>”",28624515,2018,Mol Cell Endocrinol.,"College of Pharmacy, University of Michigan",,,,,,,,,,,,,,,,,,,,
"They can induce nociceptor sensitization indirectly via mediators, wherein neurons become primed and thus become more responsive to stimulation; alternatively, there is also evidence that cytokines can directly activate neurons via their specific receptors present on the neuronal cells.","“<cytokines, activate, neurons>”",29338939,2018,Trends Immunol.,"University of Melbourne, Department of Medicine at Royal Melbourne Hospital",,,,,,,,,,,,,,,,,,,,
"These pathways then activate many biological outputs that are beneficial to cancer cell proliferation, including their chronic initiation and progression through the cell cycle.","“<These pathways, activate, many biological outputs>”",28513656,2017,Cancers(Basel),"Department of Medical Genetics and Signal Transduction Research Group, Faculty of Medicine and Dentistry, University of Alberta",,,,,,,,,,,,,,,,,,,,
"In the sarcoplasma, statins activate MAPK and diminish the RhoA/AKT/mTOR/PGC-1α pathway.","“<statins, activate, MAPK>”",28223230,2017,Pharmacol Ther.,"NTU-Technion Biomedical labs, School of Materials and Science Engineering, Nanyang Technological University",,,,,,,,,,,,,,,,,,,,
"Here, we report for the first time that a SARS-CoV-specific human monoclonal antibody, CR3022, could bind potently with 2019-nCoV RBD (KD of 6.3 nM).","“<SARS-CoV-specific human monoclonal antibody, CR3022, bind, 2019-nCoV RBD",32065055,2020,Emerg Microbes Infect,"MOE/NHC/CAMS Key Laboratory of Medical Molecular Virology, School of Basic Medical Sciences, Shanghai Medical College, Fudan University",,,,,,,,,,,,,,,,,,,,
The drugs mentioned above can tightly bind to the RdRp of the SARS-CoV-2 strain and thus may be used to treat the disease.,"“<drugs mentioned above, bind to, RdRp>”",32222463,2020,Life Sci.,"Biophysics Department, Faculty of Sciences, Cairo University",,,,,,,,,,,,,,,,,,,,
"Alpha-1 receptors bind catecholamines including, both epinephrine and norepinephrine.","“<Alpha-1 receptors, bind, catecholamines>”",30969652,2020,StarPearls,St. John's University,,,,,,,,,,,,,,,,,,,,
Entrectinib binds to TRKA/B/C and ROS1 and is prescribed for the treatment of solid tumors with NTRK fusion proteins and for ROS1-postive non-small cell lung cancers.,"“<Entrectinib, binds to, TRKA/B/C and ROS1>”",31862477,2020,Pharmacol Res.,Blue Ridge Institute for Medical Research,,,,,,,,,,,,,,,,,,,,
This observation has been related to the use of drugs that can increase the cellular expression of angiotensin-converting enzyme 2 (ACE2) that has been recognized as target to which the virus bind to cells,"“<virus, bind to, cells>”",32279908,2020,Arch Med Res.,"Departamento de Medicina Interna, Hospital General",,,,,,,,,,,,,,,,,,,,
The agents either bind to the CGRP receptor (erenumab) or bind to the CGRP ligand (fremanezumab and galcanezumab) and block its binding to the receptor. ,"“<agents, bind to, CGRP receptor>, <agent, bind to, CGRP ligand>”",32145209,2020,Am J Med.,University of Kentucky College of Pharmacy,,,,,,,,,,,,,,,,,,,,
IgG antibodies are secreted from B cells and bind to a variety of pathogens to control infections as well as contribute to inflammatory diseases.,"“<IgG antibodies, bind to, variety of pathogens>”",31478910,2019,J Clin Invest,"Laboratory of Molecular Genetics and Immunology, The Rockefeller University",,,,,,,,,,,,,,,,,,,,
"Seven ligands bind to EGFR including epidermal growth factor and transforming growth factor-α, none bind to ErbB2, two bind to ErbB3, and seven ligands bind to ErbB4.","“<Seven ligands, bind to, EGFR>, <two, bind to, ErbB3>, <seven ligands, bind to, ErbB4>”",30500458,2018,Pharmacy Res.,Blue Ridge Institute for Medical Researc,,,,,,,,,,,,,,,,,,,,
"Here, we show that vault RNAs directly bind the autophagy receptor sequestosome-1/p62 in human and murine cells.","“<vault RNAs, bind, autophagy receptor sequestosome-1/p62>",30773316,2019,Cell,European Molecular Biology Laboratory,,,,,,,,,,,,,,,,,,,,
"Several CWA proteins comprise modules that have different functions, and some individual domains can bind different ligands, sometimes by different mechanisms. ","“<some individual domains, bind, different ligands>”",31267926,2019,Microbiol Spectr.,"Microbiology Department, Trinity College",,,,,,,,,,,,,,,,,,,,
"We deduce that 4-benzoyl-propofol binds with >100-fold higher affinity to the γ +-β - site than to the α +-β - or β +-α - sites, whereas loreclezole, an anticonvulsant, binds with 5- and 100-fold higher affinity to the α +-β - site than to the β + and γ +-β - sites.","“<4-benzoyl-propofol, binds to, γ +-β - site>”",30952799,2019,Mol Pharmacol.,"Department of Neurobiology, Harvard Medical School",,,,,,,,,,,,,,,,,,,,
"Here, we show that certain glycan-dependent bNAbs, such as PGT121 and PGT151, bind to B, activated T, and natural killer (NK) cells of HIV-infected and -uninfected individuals.","“<certain glyian-dependent blabs, bind to, B,activated T, and natural killer cells>”",31589168,2019,J Clin Invest.,"Laboratory of Immunoregulation, National Institute of Allergy and Infectious Diseases (NIAID)",,,,,,,,,,,,,,,,,,,,
"They rationalize how soluble protein factors that are dissolved in the liquid nuclear phase, the nucleoplasm, bind and organize transcriptionally active or silenced chromatin domains.","“<soluble protein factors, bind, transcriptionally active or silenced chromatin domains>”",29628210,2018,Biophys J.,"Division of Chromatin Networks, German Cancer Research Center (DKFZ) and Bioquant",,,,,,,,,,,,,,,,,,,,
"Here, we describe the discovery of additional, structurally diverse small molecules that also bind to SOS1 in the same pocket and elicit similar biological effects.","“<small molecules, bind to, SOS1>”",29444450,2018,Anal Biochem.,"Vanderbilt University School of Medicine, Department of Biochemistry",,,,,,,,,,,,,,,,,,,,
"Double-stranded RNA and single-stranded DNA directly bind to TLR3 and TLR9, respectively, whereas TLR7 and TLR8 bind to nucleosides and oligoribonucleotides derived from RNAs.","“<Double-stranded RNA and single-stranded RNA, bind to, TLR3 and TLR9>”, “<TLR7 and TLR8, bind to, nucleosides and oligoribonucleotides>”",29452403,2018,Int Immunol.,"Division of Innate Immunity, Department of Microbiology and Immunology, Institute of Medical Science, University of Tokyo",,,,,,,,,,,,,,,,,,,,
"Because these proteins were identified using in vitro assays, we confirmed that they bind to R-loops in vivo.","“<they, bind to, R-loops>”",30108179,2018,Genome Res.,"Department of Pediatrics, University of Michigan, Ann Arbor",,,,,,,,,,,,,,,,,,,,
ASOs bind to selected sequences of RNA and regulate the expression of genes by several mechanisms depending on their chemical properties and targets.,"“<ASOs, bind to, selected sequences>”",29105153,2018,Muscle Nerve.,"Neurology/Neuromuscular Disease, Neurology TCC-8, Beth Israel Deaconess Medical Center",,,,,,,,,,,,,,,,,,,,
"In this study, we developed potent strigolactone antagonists, which covalently bind to the strigolactone receptor D14, by preparing an array of triazole urea compounds.","“<strigolactone antagonists, bind to, strigoractone receptor D14>”",30391752,2018,Mol Plant,"Graduate School of Agricultural and Life Sciences, The University of Tokyo",,,,,,,,,,,,,,,,,,,,
Progestins used in endocrine therapies bind to multiple steroid receptors and are associated with several side-effects.,"“<Progestins, bind to, multiple steroid receptors>”",28711501,2017,Biochem Biophys Res Commun.,"Department of Biochemistry, University of Stellenbosch",,,,,,,,,,,,,,,,,,,,
"Most of the studies have highlighted that, in the cytoplasm, miRNAs directly bind to the 3'-UTR (untranslated region) of a mRNA.","“<miRNAs, bind to, 3’-UTR>”",28467860,2017,Can J Physiol Pharmacol,"Department of Pathology, Johns Hopkins University",,,,,,,,,,,,,,,,,,,,
"The STING pathway can be stimulated by cyclic dinucleotides (CDNs), leading to the type I interferons (IFN) production for immunotherapy for cancer or other diseases.","“<STING pathway, stimulated by, cyclic dinucleotides>”",31793026,2020,Med Res Rev.,"Center for Synthetic and Systems Biology, Tsinghua University",,,,,,,,,,,,,,,,,,,,
"Arginine significantly stimulates copeptin and therefore is a novel, so far unknown stimulus of this peptide.","“<Arginine, stimulates, copeptin>”",31986514,2020,Neuroendocrinology,None,,,,,,,,,,,,,,,,,,,,
Local delivery of Bifidobacterium potently stimulates STING signaling and increases cross-priming of dendritic cells after anti-CD47 treatment.,"“<Local delivery, stimulates, STING signaling>”",32142585,2020,J Exp Med.,"Department of Pathology, University of Texas Southwestern Medical Center",,,,,,,,,,,,,,,,,,,,
"These results demonstrate that hydrolyzed diets may contain proteins that stimulate helper T-lymphocytes, and may not be effective for treating all dogs with food hypersensitivity.","“<proteins, stimulate, helper T-lymphocytes>”",31875597,2020,J Vet Med Sci.,Animal Allergy Clinical Laboratories Inc.,,,,,,,,,,,,,,,,,,,,
"The gastrointestinal hormone ghrelin stimulates growth hormone secretion and appetite, but recent studies indicate that ghrelin also stimulates the secretion of the appetite-inhibiting and insulinotropic hormone glucagon-like peptide-1 (GLP-1).","“<gastrointestinal hormone ghrelin, stimulates, growth hormone secretion and appetite>”",31608930,2020,J Clin Encocrinol Metab.,"Novo Nordisk Foundation Center for Basic Metabolic Research, Faculty of Health and Medical Sciences, University of Copenhagen",,,,,,,,,,,,,,,,,,,,
"Dopaminergic system is also stimulated by it, thus increasing the concentration of dopamine in nuclear accumbens.","“<Dopaminergic system, is stimulated by, it>”",32322429,2020,J Pharmacopuncture,Columbia Institute of Pharmacy,,,,,,,,,,,,,,,,,,,,
"Targeting BACH1 normalized glycolysis and prevented antioxidant-induced metastasis, while increasing endogenous BACH1 expression stimulated glycolysis and promoted metastasis, also in the absence of antioxidants.","“<increasing endogenous BACH1 expression, stimulated, glycolysis>”",31257027,2019,Cell,"Department of Biosciences and Nutrition, Karolinska Institutet, 141 83 Huddinge, Sweden; Sahlgrenska Cancer Center, Department of Molecular and Clinical Medicine, Institute of Medicine, University of Gothenburg",,,,,,,,,,,,,,,,,,,,
"When growth factor signaling stimulates nutrient uptake to levels that exceed a cell's bioenergetic needs, adaptive changes in intermediate metabolism lead to the production of anabolic precursors that fuel the net synthesis of protein, lipids, and nucleic acids.","“<growth factor signaling, stimulates, nutrient uptake>”",31628187,2019,J Biol Chem.,"Cancer Biology and Genetics Program, Memorial Sloan Kettering Cancer Center",,,,,,,,,,,,,,,,,,,,
"Regulation of this process is attributable in part to aldosterone, which stimulates the gene transcription of the ENaC-regulatory kinase, SGK1.","“<aldosterone, stimulates, gene transcription>”",31013253,2019,JCI Insight,"Department of Medicine, Division of Nephrology, and Department of Cellular and Molecular Pharmacology, UCSF",,,,,,,,,,,,,,,,,,,,
"Intravenous injection of ACBP/DBI stimulates feeding behavior through a reduction of circulating glucose levels, and consequent activation of orexigenic neurons in the hypothalamus.","“<Intravenous injection, stimulates, feeding behavior>”",31656948,2019,Cell Stress,"Karolinska Institute, Department of Women's and Children's Health, Karolinska University Hospital, Stockholm",,,,,,,,,,,,,,,,,,,,
"Cardiac Na+/Ca2+ exchange current (INCX1) was stimulated by nicorandil (a hybrid ATP-sensitive K+ channel opener), pinacidil (a non-selective ATP-sensitive K+ channel opener), flecainide (an antiarrhythmic drug), and sodium nitroprusside (SNP) (an NO donor).","“<Cardiac Na+/Ca2+ exchange current, was stimulated by, nicorandil, pinacidil, flecainide, and sodium nitroprusside>”",31664641,2019,J Physiol Sci,"Division of Pharmacological Science, Department of Health Science, Hamamatsu University School of Medicine",,,,,,,,,,,,,,,,,,,,
"Protein kinase A is then stimulated, leading to phosphorylation of cyclic AMP response element binding protein (CREB), which alters gene expression and stimulates proliferation","“<cyclic AMP response element binding protein, stimulates, proliferation>”",31074514,2019,Ann N Y Acad Sci.,"Department of Health and Human Services, Center for Cancer Training, National Cancer Institute, National Institutes of Health",,,,,,,,,,,,,,,,,,,,
Direct activation of cholinergic fibers in the ARC readily stimulates food intake that is also abolished by the muscarinic receptor antagonist.,"“<Direct activation of cholinergic fibers, stimulates, food intake>”",28271037,2017,Mol Metab.,"Division of Endocrinology, Department of Medicine, Albert Einstein College of Medicine",,,,,,,,,,,,,,,,,,,,
The pulsatile secretion of hypothalamic gonadotropin-releasing hormone (GnRH) stimulates the synthesis and release of follicle-stimulating hormone (FSH) and luteinizing hormone (LH) by pituitary gonadotropes.,"“<pulsate secretion, stimulates, synthesis and release>”",29102564,2018,Mol Cell Endocrinol.,"Division of Endocrinology, Diabetes and Hypertension, Brigham and Women's Hospital, Harvard Medical School",,,,,,,,,,,,,,,,,,,,
"Acetate (0.5mM), propionate(0.01mM) and butyrate (0.01mM) alone or in combination significantly increased TER, and stimulated the formation of tight junction.","“<Acetate, propionate, and butyrate, stimulated, formation>”",30138914,2018,Cell Physiol Biochem.,"State Key Laboratory of Trauma, Burns, and Combined Injury, Institute of Burn Research, Southwest Hospital, Third Military Medical University",,,,,,,,,,,,,,,,,,,,
"By contrast, cells infected with HCV and DENV potently stimulate pDCs via short-range delivery of viral RNAs, which are either packaged within immature virions or secreted exosomes.","“<cells infected, stimulate, pDCs>”",30022130,2018,Sci Rep.,"Viral Genomics and Vaccination Unit, UMR3569 CNRS, Institut Pasteur",,,,,,,,,,,,,,,,,,,,
"The Transforming Growth Factor beta (TGFβ) Type I receptor kinase inhibitor (A83-01) stimulates colonosphere formation, whereas the Epidermal Growth Factor receptor (EGFR) kinase inhibitor (AG1478) reduces the formation of colonospheres, but in the presence of EGF, a ""just-right"" concentration of AG1478 increases colon organoid cryptogenesis.","“<Transforming Growth Factor beta Type I receptor kinase inhibitor, stimulates, colonosphere formation>”",29928021,2018,PLoS One,"Department of Surgery, University of Melbourne, Royal Melbourne Hospital",,,,,,,,,,,,,,,,,,,,
"Notably, Kv1.3 inhibitors increased β-cell mass in larval zebrafish and stimulated β-cell function in adult zebrafish and in the streptozotocin-induced hyperglycemic mouse model.","“<Kv1.3 inhibitors, stimulated, β-cell function>”",30115653,2018,Diabetes,Department of Developmental Genetics,,,,,,,,,,,,,,,,,,,,
"FSH stimulates Sertoli cell and spermatogonial proliferation, whereas LH/testosterone is mandatory to complete spermatogenesis.","“<FSH, stimulates, Sertoli cell and spermatogonial proliferation>”",28248755,2017,Curr Opin Endocrinol Diabetes Obes.,"nstitute of Biomedicine, Department of Physiology, University of Turku, and Department of Paediatrics, Turku University Hospital",,,,,,,,,,,,,,,,,,,,
"In this review, we summarize the clinical work that has been published in the use of gammaCore for treating primary headache disorders, present an overview of studies demonstrating that nVNS does indeed stimulate similar vagus nerve fibers as the implantable VNS system, and then present several animal headache-related studies that address the mechanism of action of nVNS.","“<nVNS, stimulate, similar vagus nerve fibers>”",29144716,2017,Am J Manag Care,None,,,,,,,,,,,,,,,,,,,,
"In vitro reconstitutions map the key binding interface to a few acidic residues in the N-terminal region of MAD1, and point mutations in this sequence abolish MAD1 corona localisation and weaken the SAC.","“<point mutations, abolish, MAD1 corona>”",32202322,2020,EMBO J.,Division of Cellular Medicine,,,,,,,,,,,,,,,,,,,,
SIRT1 inhibition also abolished the protection of NaHS against CSE-induced EMT.,"“<SIRT1 inhibition, abolished, protection>”",31704583,2020,Redox Biol.,State Key Laboratory of Respiratory Diseases,,,,,,,,,,,,,,,,,,,,
The mutation of a potential ATG8 interacting motif (AIM) in C1 abolishes its interaction with ATG8h in the cytoplasm but favors its interaction with Fibrillarin1 in the nucleolus.,"“<mutation, abolishes, protection>”",31621924,2020,New Phytol.,State Key Laboratory for Biology of Plant Diseases and Insect Pests,,,,,,,,,,,,,,,,,,,,
Cyclophilin inhibitors abolish this interaction.,"“<Cyclophilin inhibitors, abolish, this interaction>”",31634494,2020,Antiviral Res.,Max von Pettenkofer-Institute,,,,,,,,,,,,,,,,,,,,
We also show that SPL10 de-repression in the PRs abolishes de novo shoot regenerative capacity by attenuating cytokinin responses.,"“<SPL10 de-repression, abolishes, de novo shoot regenerative capacity>”",31642910,2020,J Exp Bot.,Laboratory of Molecular Genetics of Plant Development,,,,,,,,,,,,,,,,,,,,
